Respondent,MainBranch,Hobbyist,Age,Age1stCode,CompFreq,CompTotal,ConvertedComp,Country,CurrencyDesc,CurrencySymbol,DatabaseDesireNextYear,DatabaseWorkedWith,DevType,EdLevel,Employment,Ethnicity,Gender,JobFactors,JobSat,JobSeek,LanguageDesireNextYear,LanguageWorkedWith,MiscTechDesireNextYear,MiscTechWorkedWith,NEWCollabToolsDesireNextYear,NEWCollabToolsWorkedWith,NEWDevOps,NEWDevOpsImpt,NEWEdImpt,NEWJobHunt,NEWJobHuntResearch,NEWLearn,NEWOffTopic,NEWOnboardGood,NEWOtherComms,NEWOvertime,NEWPurchaseResearch,NEWPurpleLink,NEWSOSites,NEWStuck,OpSys,OrgSize,PlatformDesireNextYear,PlatformWorkedWith,PurchaseWhat,Sexuality,SOAccount,SOComm,SOPartFreq,SOVisitFreq,SurveyEase,SurveyLength,Trans,UndergradMajor,WebframeDesireNextYear,WebframeWorkedWith,WelcomeChange,WorkWeekHrs,YearsCode,YearsCodePro
38369,I am a student who is learning to code,Yes,,20,,,,Indonesia,,,Firebase;MongoDB;MySQL,MongoDB;MySQL,"Designer;Developer, front-end;Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",,,"Languages, frameworks, and other technologies I’d be working with;Remote work options;Office environment or company culture",,"I’m not actively looking, but I am open to new opportunities",C++;Python;Swift;TypeScript,HTML/CSS;JavaScript,Flutter;Node.js;React Native,Node.js;React Native,Github;Gitlab;Stack Overflow for Teams,Github,,,,,,Every few months,,,Yes,,Start a free trial;Ask developers I know/work with;Research companies that have advertised on sites I visit;Research companies that have emailed me,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes),Play games;Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,MacOS,,Android;Heroku;iOS;WordPress,Heroku;MacOS;Windows,,,Yes,"No, not really",I have never participated in Q&A on Stack Overflow,Daily or almost daily,,,,Web development or web design,Angular.js;Express;jQuery;React.js;Vue.js,Gatsby;React.js,,,2,
38455,"I used to be a developer by profession, but no longer am",Yes,,,,,,Indonesia,,,Firebase;MariaDB;MySQL,MariaDB;MySQL;PostgreSQL;SQLite,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,,,,,,Assembly;C;C++,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;SQL,,Cordova,Github,Jira;Github,,,,,,Every few months,,,,,,"Hello, old friend",,Visit Stack Overflow;Do other work and come back later,Linux-based,,Android;iOS;Linux;Raspberry Pi,Android;iOS;Linux;Raspberry Pi,,,,,,,,,,,,Angular.js;Spring,,,,
38468,I am a student who is learning to code,Yes,,,,,,Indonesia,,,Firebase;SQLite,Firebase;MySQL,,,"Not employed, but looking for work",,,,,,Kotlin,Java,,Unity 3D,"Github;Gitlab;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",,,,,,,Every few months,,,Yes,,Ask developers I know/work with;Visit developer communities like Stack Overflow,Annoyed,Stack Overflow (public Q&A for anyone who codes);Stack Overflow Jobs (for job seekers);Stack Overflow for Teams (private Q&A for organizations),Call a coworker or friend;Visit Stack Overflow;Panic;Watch help / tutorial videos,Windows,,Android;MacOS;Windows,Android;Windows,,,Yes,"No, not really",I have never participated in Q&A on Stack Overflow,Less than once per month or monthly,,,,,,Vue.js,,,,
38675,I am a developer by profession,Yes,,17,Yearly,,,Indonesia,Indonesian rupiah,IDR,,,"Developer, mobile","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,,,,Slightly satisfied,,Swift,Objective-C;Swift,TensorFlow;Torch/PyTorch,Keras;Node.js,"Gitlab;Google Suite (Docs, Meet, etc)","Jira;Github;Slack;Trello;Google Suite (Docs, Meet, etc)",,,Very important,,,Every few months,,,,,Start a free trial;Ask developers I know/work with,"Hello, old friend",,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Visit another developer community (please name):,MacOS,"1,000 to 4,999 employees",iOS,iOS,I have some influence,,,,,,,,,"Computer science, computer engineering, or software engineering",,Laravel,,,8,5
39037,"I am not primarily a developer, but I write code sometimes as part of my work",No,,19,,,,Indonesia,,,MySQL,MySQL;SQLite,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,,,,,,HTML/CSS;JavaScript;PHP,C#;HTML/CSS;JavaScript;PHP,,,"Trello;Google Suite (Docs, Meet, etc)","Slack;Microsoft Teams;Trello;Google Suite (Docs, Meet, etc)",,,Fairly important,,,Once every few years,,,,,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,"Hello, old friend",,Call a coworker or friend;Visit Stack Overflow;Panic;Watch help / tutorial videos,Windows,,WordPress,WordPress,I have some influence,,,,,,,,,"Computer science, computer engineering, or software engineering",jQuery,jQuery,,,9,4
39137,I am a developer by profession,No,,15,Monthly,14000000.0,12300.0,Indonesia,Indonesian rupiah,IDR,,,"Developer, desktop or enterprise applications","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,,,"Flex time or a flexible schedule;Languages, frameworks, and other technologies I’d be working with;Opportunities for professional development",Very satisfied,"I’m not actively looking, but I am open to new opportunities",VBA,VBA,,,,,Yes,,Somewhat important,Curious about other opportunities;Better compensation;Trouble with my teammates;Trouble with my direct manager;Trouble with leadership at my company;Wanting to work with new technologies;Growth or leadership opportunities,"Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family;Read other media like news articles, founder profiles, etc. about the company",Once every few years,,Yes,,Often: 1-2 days per week or more,,,,,,"10,000 or more employees",,,,,,,,,,,,"Another engineering discipline (such as civil, electrical, mechanical, etc.)",,,,50.0,7,2
39146,"I am not primarily a developer, but I write code sometimes as part of my work",No,,,,,,Indonesia,,,,,,,Employed full-time,,,,,,,,,,,,,,,,,,,,No,,,,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),,,,,,,,No,"No, not at all",,A few times per week,,,,,,,,,,
39427,I am a student who is learning to code,Yes,,16,,,,Indonesia,,,,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Student,,,Flex time or a flexible schedule;Opportunities for professional development;Family friendliness,,"I’m not actively looking, but I am open to new opportunities",,,,,,,,,,,,Once every few years,Not sure,,No,,,,Stack Overflow (public Q&A for anyone who codes),,,,,,,,Yes,Not sure,I have never participated in Q&A on Stack Overflow,A few times per month or weekly,,,,,,,Not applicable - I did not use Stack Overflow last year,,4,
39488,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,,17,Monthly,,,Indonesia,Indonesian rupiah,IDR,,,"Developer, back-end;Developer, front-end;Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",,,,Neither satisfied nor dissatisfied,,,,,,,,,,Fairly important,,,,,,,Occasionally: 1-2 days per quarter but less than monthly,,,,,,"Just me - I am a freelancer, sole proprietor, etc.",,,,,,,,,,,,"Computer science, computer engineering, or software engineering",,,,,5,2
39741,I am a developer by profession,No,,15,Monthly,,,Indonesia,Indonesian rupiah,IDR,Cassandra;Firebase;Oracle;PostgreSQL,MariaDB;Microsoft SQL Server;MongoDB;MySQL,"Academic researcher;Data or business analyst;Database administrator;Designer;Developer, back-end;Developer, desktop or enterprise applications;Developer, full-stack;Product manager","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,,,,Slightly satisfied,"I’m not actively looking, but I am open to new opportunities",Dart;Go;Haskell;Kotlin;Python;R;TypeScript,C;C#;C++;HTML/CSS;Java;JavaScript;PHP;SQL,,,,,,,Somewhat important,Just because,,Once a year,,Onboarding? What onboarding?,No,Rarely: 1-2 days per year or less,,,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),,Windows,"1,000 to 4,999 employees",Android;Kubernetes;Linux,,I have a great deal of influence,,,Neutral,,I have never visited Stack Overflow (before today),,,,"Computer science, computer engineering, or software engineering",Angular;Angular.js,,Somewhat more welcome now than last year,8.0,8,3
39823,I am a developer by profession,Yes,,15,,,,Indonesia,Indonesian rupiah,IDR,,,"Developer, back-end;Developer, mobile;Engineering manager","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,,,,Very satisfied,,,,,,,,Yes,Extremely important,Not at all important/not necessary,,,,No,Yes,No,Never,,,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),,,100 to 499 employees,,,,,Yes,Neutral,Less than once per month or monthly,A few times per week,,,,"Computer science, computer engineering, or software engineering",,,Just as welcome now as I felt last year,,25,16
40683,I am a student who is learning to code,Yes,,20,,,,Indonesia,,,,,"Developer, front-end;Developer, full-stack","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Independent contractor, freelancer, or self-employed",,,Financial performance or funding status of the company or organization;Office environment or company culture;Opportunities for professional development,,I am actively looking for a job,,,,,,,,,,,,,,,No,,,,Stack Overflow (public Q&A for anyone who codes);Stack Overflow Jobs (for job seekers);Stack Overflow Advertising (for technology companies),,,,,,,,Not sure/can't remember,"Yes, somewhat",,Less than once per month or monthly,,,,,,,Somewhat less welcome now than last year,,Less than 1 year,
40734,I am a student who is learning to code,No,22.0,19,,,,Indonesia,,,Cassandra;Elasticsearch;Firebase;PostgreSQL;Redis,Firebase;MongoDB;MySQL,,Some college/university study without earning a degree,Student,Southeast Asian,Man,"Flex time or a flexible schedule;Languages, frameworks, and other technologies I’d be working with;Remote work options",,"I’m not actively looking, but I am open to new opportunities",C++;Dart;Go;Python;Rust;TypeScript,HTML/CSS;JavaScript;PHP;Python;SQL,Ansible;Flutter;React Native;Teraform;Unreal Engine,Node.js,Github;Trello,Github,,,,,,Every few months,No,,No,,Start a free trial,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos,Linux-based,,Docker;Google Cloud Platform;Kubernetes;Linux,Docker;Google Cloud Platform;Kubernetes;Linux,,Straight / Heterosexual,Yes,"No, not at all",I have never participated in Q&A on Stack Overflow,Daily or almost daily,Easy,Appropriate in length,No,"Computer science, computer engineering, or software engineering",Flask;React.js;Ruby on Rails,Express;Flask;Laravel;React.js,Not applicable - I did not use Stack Overflow last year,,4,
40804,I am a developer by profession,Yes,,,,,,Indonesia,,,,,,,Employed full-time,,,,,,,,,,,,,,,,,,,,Yes,,,,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),,,,,,,,Yes,"Yes, somewhat",I have never participated in Q&A on Stack Overflow,A few times per week,,,,,,,Somewhat more welcome now than last year,,,
40881,"I am not primarily a developer, but I write code sometimes as part of my work",No,,18,Monthly,,,Indonesia,Indonesian rupiah,IDR,Cassandra;Elasticsearch;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis,Elasticsearch;Microsoft SQL Server;MySQL;PostgreSQL;SQLite,"Data or business analyst;Data scientist or machine learning specialist;Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, QA or test;DevOps specialist","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",,,,Neither satisfied nor dissatisfied,,Go;HTML/CSS;Java;JavaScript;PHP;Python;Scala;SQL,HTML/CSS;Java;JavaScript;PHP;SQL,,,Gitlab;Trello,Gitlab;Trello,No,Neutral,Fairly important,,,,Not sure,No,No,Never,Ask developers I know/work with;Visit developer communities like Stack Overflow,Annoyed,Stack Overflow (public Q&A for anyone who codes),Play games;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos,MacOS,"Just me - I am a freelancer, sole proprietor, etc.",Android;Arduino;AWS;Docker;iOS;Linux;MacOS;Raspberry Pi;Slack Apps and Integrations,Android;Windows,,,Not sure/can't remember,"No, not really",,Daily or almost daily,,,,"Information systems, information technology, or system administration",jQuery;React.js;Spring,Spring,Just as welcome now as I felt last year,,6,2
40903,I am a developer by profession,Yes,,,,,,Indonesia,,,Elasticsearch;Firebase;SQLite,MariaDB;SQLite,,,Employed full-time,,,,,,Kotlin;Python;R;Swift,Dart;Java;Kotlin;PHP;Python,Flutter;TensorFlow,Flutter,"Confluence;Jira;Github;Gitlab;Microsoft Teams;Trello;Google Suite (Docs, Meet, etc)","Confluence;Jira;Github;Gitlab;Microsoft Teams;Trello;Google Suite (Docs, Meet, etc)",,,,,,Once a year,,,Yes,,,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers),Play games;Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later;Visit another developer community (please name):,MacOS,,Android;Docker;iOS;Kubernetes,Android,I have little or no influence,,Yes,"Yes, somewhat",A few times per month or weekly,Daily or almost daily,,,,,Django;Ruby on Rails;Spring,Django,,,,
40953,I code primarily as a hobby,Yes,,,,,,Indonesia,,,,,,,Student,,,,,,,,,,,,,,,,,,,,Yes,,,,Stack Overflow (public Q&A for anyone who codes),,,,,,,,Yes,"No, not really",I have never participated in Q&A on Stack Overflow,A few times per week,,,,,,,Just as welcome now as I felt last year,,,
40963,I am a developer by profession,Yes,,,,,,Indonesia,,,Firebase;SQLite,MariaDB;MySQL,,,Employed full-time,,,,,,Dart,C++;JavaScript;PHP,,,,,,,,,,Once a year,,,,,,,,,,,Android,WordPress,,,,,,,,,,,Laravel,Laravel,,,,
40992,I am a developer by profession,Yes,,,,,,Indonesia,,,Cassandra;PostgreSQL;Redis,Firebase;MySQL,,,Employed full-time,,,,,,JavaScript;Swift;TypeScript,HTML/CSS;JavaScript;PHP;Swift,Flutter;React Native;Unity 3D,,Jira;Gitlab;Slack;Stack Overflow for Teams,"Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",,,,,,Once every few years,,,No,,,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Overflow Jobs (for job seekers),Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later,MacOS,,iOS;WordPress,iOS;WordPress,I have little or no influence,,Not sure/can't remember,"No, not really",,A few times per week,,,,,Gatsby;React.js;Vue.js,Angular.js;Drupal;jQuery;Laravel;React.js;Vue.js,,,,
41005,I am a developer by profession,Yes,,,,,,Indonesia,,,,,,,"Independent contractor, freelancer, or self-employed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41086,I am a developer by profession,Yes,,24,Monthly,,,Indonesia,Indonesian rupiah,IDR,,,"Database administrator;Designer;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,,,"Industry that I’d be working in;Languages, frameworks, and other technologies I’d be working with",Slightly dissatisfied,"I’m not actively looking, but I am open to new opportunities",,,,,,,Not sure,Somewhat important,Fairly important,Looking to relocate,"Read company media, such as employee blogs or company culture videos;Personal network - friends or family;Directly asking current or past employees at the company",,,Yes,Yes,Often: 1-2 days per week or more,,,Stack Overflow (public Q&A for anyone who codes),,,2 to 9 employees,,,,,Yes,Neutral,I have never participated in Q&A on Stack Overflow,A few times per week,,,,"Information systems, information technology, or system administration",,,,40.0,2,3
41214,I am a developer by profession,Yes,,16,,,,Indonesia,,,,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,
41239,I am a student who is learning to code,Yes,,,,,,Indonesia,,,Firebase;IBM DB2;Microsoft SQL Server;MongoDB;MySQL;Oracle;SQLite,IBM DB2;Microsoft SQL Server;MySQL;SQLite,,,Employed full-time,,,,,,C#;HTML/CSS;JavaScript;PHP;SQL,C;C#;C++;HTML/CSS;Java;JavaScript;Perl;PHP;Python;R;SQL,,,,,,,,,,Once every few years,,,,,,,,,,,MacOS;Windows,Android;Arduino;AWS;IBM Cloud or Watson;Linux;Microsoft Azure;Windows,,,,,,,,,,,,,,,,
41263,I am a developer by profession,Yes,,15,Monthly,8400000.0,7380.0,Indonesia,Indonesian rupiah,IDR,,,"Data scientist or machine learning specialist;Developer, desktop or enterprise applications","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,,,Flex time or a flexible schedule;Remote work options;How widely used or impactful my work output would be,Slightly satisfied,"I’m not actively looking, but I am open to new opportunities",,,,,,,No,Not very important,Somewhat important,Curious about other opportunities;Better compensation;Better work/life balance;Wanting to work with new technologies;Looking to relocate,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase);Personal network - friends or family;Read other media like news articles, founder profiles, etc. about the company;Directly asking current or past employees at the company",Every few months,Not sure,Onboarding? What onboarding?,Yes,Never,,,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),,,10 to 19 employees,,,,,Yes,"No, not really",Less than once per month or monthly,A few times per week,,,,Mathematics or statistics,,,Just as welcome now as I felt last year,40.0,5,3
